cord_uid,doi,sha,pdf_json_files,pmc_json_files,title,trigger_terms,appositive_phrases
0acrqgb7,10.1089/tmj.2020.0555,522f00879e035c02930f4d09ebbe310710081dbf,document_parses/pdf_json/522f00879e035c02930f4d09ebbe310710081dbf.json,document_parses/pmc_json/PMC9058879.xml.json,Effectiveness of Evidence-Based Telecoaching Delivered Through an Employer-Sponsored Mental Health Benefits Platform,Platform,Effectiveness of Evidence-Based Telecoaching Delivered Through an Employer-Sponsored Mental Health Benefits Platform
3xb3ti9s,10.1016/j.csbj.2022.03.026,3767e4365db35c2e503c3dd65a09bc58a421de56,document_parses/pdf_json/3767e4365db35c2e503c3dd65a09bc58a421de56.json,,Precision health in Taiwan: A data-driven diagnostic platform for the future of disease prevention,platform,Precision health in Taiwan: A data-driven diagnostic platform
ultl3rpu,10.1001/jamanetworkopen.2022.3079,,,document_parses/pmc_json/PMC8938718.xml.json,Comparison of Trials Using Ivermectin for COVID-19 Between Regions With High and Low Prevalence of Strongyloidiasis: A Meta-analysis,Meta-analysis,Comparison of Trials Using Ivermectin for COVID-19 Between Regions With High and Low Prevalence of Strongyloidiasis: A Meta-analysis
6wllnt2y,10.3389/fmicb.2021.790121,3f0574e6e1bba912ef85d573cbb6098cd251a8e6,document_parses/pdf_json/3f0574e6e1bba912ef85d573cbb6098cd251a8e6.json,document_parses/pmc_json/PMC8761975.xml.json,Virus-Like Particles: Revolutionary Platforms for Developing Vaccines Against Emerging Infectious Diseases,Platforms,Virus-Like Particles: Revolutionary Platforms
29dcexxp,10.2147/ndt.s347579,650d0047060f8e8be29c9b20e95c9ab65f8557eb,document_parses/pdf_json/650d0047060f8e8be29c9b20e95c9ab65f8557eb.json,document_parses/pmc_json/PMC9012238.xml.json,Risk Factors for Depression in Tuberculosis Patients: A Meta-Analysis,Meta-Analysis,Risk Factors for Depression in Tuberculosis Patients: A Meta-Analysis
pul97730,10.1101/2020.10.31.363044,38906da248c811429e21e55422a6e1a118ea2318,document_parses/pdf_json/38906da248c811429e21e55422a6e1a118ea2318.json,,RAPPID: a platform of ratiometric bioluminescent sensors for homogeneous immunoassays,platform,RAPPID: a platform
nn1t8rwd,10.1017/s0950268820002022,482402e1aee6ed75882f7af9e45bb7c86fe0f93d,document_parses/pdf_json/482402e1aee6ed75882f7af9e45bb7c86fe0f93d.json,document_parses/pmc_json/PMC7487805.xml.json,D-dimer levels on admission and all-cause mortality risk in COVID-19 patients: a meta-analysis,meta-analysis,D-dimer levels on admission and all-cause mortality risk in COVID-19 patients: a meta-analysis
6ckblrvj,10.1186/s40249-021-00910-8,7dbaf0522327068c717888f540893392ac4a8eec,document_parses/pdf_json/7dbaf0522327068c717888f540893392ac4a8eec.json,document_parses/pmc_json/PMC8529575.xml.json,Diagnostic value of chest computed tomography imaging for COVID-19 based on reverse transcription-polymerase chain reaction: a meta-analysis,meta-analysis,-polymerase chain reaction: a meta-analysis
bjqb4j81,10.2196/27921,,,document_parses/pmc_json/PMC8929407.xml.json,Lessons From a Rapid Project Management Exercise in the Time of Pandemic: Methodology for a Global COVID-19 VIRUS Registry Database,Database,of Pandemic: Methodology for a Global COVID-19 VIRUS Registry Database
9bosi20h,10.1101/2021.01.05.425384,926b0f80947f256a825e70cbede012619d8e9651,document_parses/pdf_json/926b0f80947f256a825e70cbede012619d8e9651.json,,Covid19Risk.ai: An open source repository and online calculator of prediction models for early diagnosis and prognosis of Covid-19,repository,: An open source repository
wo8ug7yx,10.1136/bmjgh-2021-007468,b512bd2d1029ba42c76de9b8dc4e196c061dedc6,document_parses/pdf_json/b512bd2d1029ba42c76de9b8dc4e196c061dedc6.json,document_parses/pmc_json/PMC8689120.xml.json,"Oxygen systems strengthening as an intervention to prevent childhood deaths due to pneumonia in low-resource settings: systematic review, meta-analysis and cost-effectiveness",meta-analysis,"Oxygen systems strengthening as an intervention to prevent childhood deaths due to pneumonia in low-resource settings: systematic review, meta-analysis"
gpmr6foy,10.1182/blood-2021-152948,,,,COVID-19 Vaccination in Adults with Immune Thrombocytopenia (ITP): Data from the Platelet Disorder Support Association (PDSA) Patient Registry,Registry,Platelet Disorder Support Association (PDSA) Patient Registry
d0uitw8o,10.1053/j.gastro.2021.02.028,be1e8f39e5f6f8dec11a7256bd4210fcd9d4b669,document_parses/pdf_json/be1e8f39e5f6f8dec11a7256bd4210fcd9d4b669.json,,Lack of consistent associations between pharmacological gastric acid suppression and adverse outcomes in patients with COVID-19: meta-analysis of observational studies.,meta-analysis,Lack of consistent associations between pharmacological gastric acid suppression and adverse outcomes in patients with COVID-19: meta-analysis
tx4wr5h3,10.3389/fcvm.2022.850447,6d79da5649989e87a0f429157a970679227b8408,document_parses/pdf_json/6d79da5649989e87a0f429157a970679227b8408.json,document_parses/pmc_json/PMC9108210.xml.json,Myocardial Injury Predicts Risk of Short-Term All-Cause Mortality in Patients With COVID-19: A Dose–Response Meta-Analysis,Meta-Analysis,COVID-19: A Dose–Response Meta-Analysis
n1pxihnx,10.20524/aog.2021.0655,4b534d3c2f0def14b4e5b8ff9eedfa2755b33c76,document_parses/pdf_json/4b534d3c2f0def14b4e5b8ff9eedfa2755b33c76.json,document_parses/pmc_json/PMC8596209.xml.json,Adverse events of fecal microbiota transplantation: a meta-analysis of high-quality studies,meta-analysis,Adverse events of fecal microbiota transplantation: a meta-analysis
0qzldwhw,10.1136/bmj.n736,ba5bddfa5225a3741d0b3370b117c192a4d0f557,document_parses/pdf_json/ba5bddfa5225a3741d0b3370b117c192a4d0f557.json,document_parses/pmc_json/PMC8054226.xml.json,The methodological quality of individual participant data meta-analysis on intervention effects: systematic review,individual participant data meta-analysis; meta-analysis,The methodological quality of individual participant data meta-analysis
rb0eci2w,10.1136/bmjopen-2021-054442,b2330fc72bd720b13e8ab44b93054f0b00cc6a70; c3b24b605faecbab044509465ef64b909824aa64,document_parses/pdf_json/b2330fc72bd720b13e8ab44b93054f0b00cc6a70.json; document_parses/pdf_json/c3b24b605faecbab044509465ef64b909824aa64.json,document_parses/pmc_json/PMC8678561.xml.json,Evaluation of new or repurposed treatments for COVID-19: protocol for the phase Ib/IIa DEFINE trial platform,platform,Evaluation of new or repurposed treatments for COVID-19: protocol for the phase Ib/IIa DEFINE trial platform
7emiap4h,10.2147/copd.s335579,c97c80d0d21b4a9d3dc80b326c2fe5514e6db093,document_parses/pdf_json/c97c80d0d21b4a9d3dc80b326c2fe5514e6db093.json,document_parses/pmc_json/PMC8691136.xml.json,Chinese Medical Injections for Acute Exacerbation of Chronic Obstructive Pulmonary Disease: A Network Meta-analysis,Meta-analysis,Chinese Medical Injections for Acute Exacerbation of Chronic Obstructive Pulmonary Disease: A Network Meta-analysis
4071idnl,10.1016/j.csbj.2022.01.025,d50f7627541dd581dc1dcd4588834543d6d0f678,document_parses/pdf_json/d50f7627541dd581dc1dcd4588834543d6d0f678.json,document_parses/pmc_json/PMC8844400.xml.json,SuPepMem: A database of innate immune system peptides and their cell membrane interactions,database,SuPepMem: A database
xx8s0jea,10.1016/s1473-3099(07)70160-3,483e7cca05d9d7f861d2b6eddca54b686858122d,document_parses/pdf_json/483e7cca05d9d7f861d2b6eddca54b686858122d.json,document_parses/pmc_json/PMC7106401.xml.json,Evaluation of echinacea for the prevention and treatment of the common cold: a meta-analysis,meta-analysis,Evaluation of echinacea for the prevention and treatment of the common cold: a meta-analysis
9phlylce,10.1002/biot.201400438,5715f607a90d87b6659d0a848315b705b42f9b3e,document_parses/pdf_json/5715f607a90d87b6659d0a848315b705b42f9b3e.json,document_parses/pmc_json/PMC7159335.xml.json,The baculovirus expression vector system: A commercial manufacturing platform for viral vaccines and gene therapy vectors,platform,baculovirus expression vector system: A commercial manufacturing platform
cbqkdvsq,10.1093/labmed/lmab069,54337e53e78cad871a0bbf9e2bd57394ecbae000,document_parses/pdf_json/54337e53e78cad871a0bbf9e2bd57394ecbae000.json,document_parses/pmc_json/PMC8499806.xml.json,Lean Principles to Improve Quality in High-Throughput COVID-19 Testing Using SwabSeq: A Barcoded Sequencing-Based Testing Platform,Platform,-Throughput COVID-19 Testing Using SwabSeq: A Barcoded Sequencing-Based Testing Platform
dkj0qbcm,10.1016/j.jinf.2020.06.012,5501ea96e42577c082f9fc5bb8635aca9e72a40c; de4e078a7efad3e250a53ea68a5f0dc01ff93ce5,document_parses/pdf_json/5501ea96e42577c082f9fc5bb8635aca9e72a40c.json; document_parses/pdf_json/de4e078a7efad3e250a53ea68a5f0dc01ff93ce5.json,document_parses/pmc_json/PMC7289116.xml.json,Detection of SARS-CoV-2 RNA in fecal specimens of patients with confirmed COVID-19: a meta-analysis,meta-analysis,Detection of SARS-CoV-2 RNA in fecal specimens of patients with confirmed COVID-19: a meta-analysis
gbvmmdz3,10.1186/s12913-021-06593-z,f62afd512e354040f23f0702a7a98c42ecd2fcba,document_parses/pdf_json/f62afd512e354040f23f0702a7a98c42ecd2fcba.json,document_parses/pmc_json/PMC8178900.xml.json,"Validity of algorithms for identifying five chronic conditions in MedicineInsight, an Australian national general practice database",database,"chronic conditions in MedicineInsight, an Australian national general practice database"
ofltrkrj,10.3389/fendo.2022.856958,449054a4a48f0c913cb5771026e60ca62e769e29,document_parses/pdf_json/449054a4a48f0c913cb5771026e60ca62e769e29.json,document_parses/pmc_json/PMC8959619.xml.json,Incidence of Diabetic Ketoacidosis Among Pediatrics With Type 1 Diabetes Prior to and During COVID-19 Pandemic: A Meta-Analysis of Observational Studies,Meta-Analysis,and During COVID-19 Pandemic: A Meta-Analysis
8fo2nawz,10.1016/j.neubiorev.2022.104661,,,,"The consequences of neonatal pain, stress and opiate administration in animal models: An extensive meta-analysis concerning neuronal cell death, motor and behavioral outcomes",meta-analysis,"The consequences of neonatal pain, stress and opiate administration in animal models: An extensive meta-analysis"
jh3zuc3n,10.1080/17512433.2022.2044792,,,,Pharmacological management of fibromyalgia: a Bayesian network meta-analysis.,meta-analysis,Pharmacological management of fibromyalgia: a Bayesian network meta-analysis
9xr7i1p5,10.7189/jogh.10.020352,36a01455fe1b0fc13cc7ecce14d46df352ba1f90,document_parses/pdf_json/36a01455fe1b0fc13cc7ecce14d46df352ba1f90.json,document_parses/pmc_json/PMC7562788.xml.json,Modeling the future of cancer registration and research: The Martinique Cancer Data Hub Platform,Platform,Modeling the future of cancer registration and research: The Martinique Cancer Data Hub Platform
k0nt4k5r,10.1007/s00248-021-01781-0,658f15d1a2e463c11d2c0c91a78a55aca6033ce9,document_parses/pdf_json/658f15d1a2e463c11d2c0c91a78a55aca6033ce9.json,document_parses/pmc_json/PMC8255117.xml.json,Extended Ecological Restoration of Bacterial Communities in the Godavari River During the COVID-19 Lockdown Period: a Spatiotemporal Meta-analysis,Meta-analysis,Extended Ecological Restoration of Bacterial Communities in the Godavari River During the COVID-19 Lockdown Period: a Spatiotemporal Meta-analysis
20xgdws8,10.1038/s41419-021-04397-x,def5ce202c02100e242db3dc99b5a185a9947090,document_parses/pdf_json/def5ce202c02100e242db3dc99b5a185a9947090.json,document_parses/pmc_json/PMC8669630.xml.json,XDeathDB: a visualization platform for cell death molecular interactions,platform,XDeathDB: a visualization platform
965j5tpz,10.1093/nar/gkab1136,35aad7eaadc44dc0ba091dde6f95a8cf9b4bab0d,document_parses/pdf_json/35aad7eaadc44dc0ba091dde6f95a8cf9b4bab0d.json,document_parses/pmc_json/PMC8728119.xml.json,"IMGT(®) databases, related tools and web resources through three main axes of research and development",databases,IMGT(®) databases
tlw3dq9p,10.1016/j.jns.2022.120162,640ff113493b0b6782f1bef294470d4a21d3674e; b92f32623bb764a5c1477e4bd4719a472525bb90,document_parses/pdf_json/640ff113493b0b6782f1bef294470d4a21d3674e.json; document_parses/pdf_json/b92f32623bb764a5c1477e4bd4719a472525bb90.json,document_parses/pmc_json/PMC8798975.xml.json,Mid and long-term neurological and neuropsychiatric manifestations of post-COVID-19 syndrome: A meta-analysis,meta-analysis,neurological and neuropsychiatric manifestations of post-COVID-19 syndrome: A meta-analysis
1or2i89p,10.3390/brainsci12030366,d55412e1de7e63a6f0480d82f917e70937cf01e7,document_parses/pdf_json/d55412e1de7e63a6f0480d82f917e70937cf01e7.json,document_parses/pmc_json/PMC8945921.xml.json,Substance Use in the Transgender Population: A Meta-Analysis,Meta-Analysis,Substance Use in the Transgender Population: A Meta-Analysis
eush8xv5,10.3389/fmed.2020.592472,5a52a85f6011f5460ed67513eed628fe2ed852da,document_parses/pdf_json/5a52a85f6011f5460ed67513eed628fe2ed852da.json,document_parses/pmc_json/PMC7793883.xml.json,Efficacy and Safety of Glecaprevir/Pibrentasvir in HCV Patients With Previous Direct-Acting Antiviral Therapy Failures: A Meta-Analysis,Meta-Analysis,Efficacy and Safety of Glecaprevir/Pibrentasvir in HCV Patients With Previous Direct-Acting Antiviral Therapy Failures: A Meta-Analysis
s0eylgw1,10.1016/j.cct.2021.106525,373ae3d893c6c5c3fcc036e3ebce546513309f75,document_parses/pdf_json/373ae3d893c6c5c3fcc036e3ebce546513309f75.json,,Design of the healthcare worker exposure response and outcomes (HERO) research platform,platform,exposure response and outcomes (HERO) research platform
q0ln8a1l,10.1186/1476-069x-9-72,2cb75a42281bf540c142bec979a4bc66da597a3a,document_parses/pdf_json/2cb75a42281bf540c142bec979a4bc66da597a3a.json,document_parses/pmc_json/PMC3000394.xml.json,Association of residential dampness and mold with respiratory tract infections and bronchitis: a meta-analysis,meta-analysis,Association of residential dampness and mold with respiratory tract infections and bronchitis: a meta-analysis
u9yc6loh,10.3390/ijerph16081475,fc1c7fe95eca6c5aba24577043ad02c15bfce43a,document_parses/pdf_json/fc1c7fe95eca6c5aba24577043ad02c15bfce43a.json,document_parses/pmc_json/PMC6518176.xml.json,Different Associations between DC-SIGN Promoter-336G/A (rs4804803) Polymorphism with Severe Dengue in Asians and South-Central Americans: a Meta-Analysis,Meta-Analysis,Different Associations between DC-SIGN Promoter-336G/A (rs4804803) Polymorphism with Severe Dengue in Asians and South-Central Americans: a Meta-Analysis
3dv11vk1,10.1093/nar/gkaa894,dc56a73e795f110667587432a189a2625d65c3dc,document_parses/pdf_json/dc56a73e795f110667587432a189a2625d65c3dc.json,document_parses/pmc_json/PMC7779027.xml.json,Aging Atlas: a multi-omics database for aging biology,database,Aging Atlas: a multi-omics database
is0pa52m,10.1080/15476286.2022.2055923,302a52a15dcd970932fe1bc4960655dac8b660dd,document_parses/pdf_json/302a52a15dcd970932fe1bc4960655dac8b660dd.json,document_parses/pmc_json/PMC8973339.xml.json,Demystifying mRNA vaccines: an emerging platform at the forefront of cryptic diseases,platform,Demystifying mRNA vaccines: an emerging platform
i9jh1wqi,10.1186/s12909-022-03465-w,06125dac0068822f771871e3a33e2b08f6176973,document_parses/pdf_json/06125dac0068822f771871e3a33e2b08f6176973.json,document_parses/pmc_json/PMC9123921.xml.json,Piloting ‘Virtual Ward’: a novel platform for delivering medical student education by residents,platform,Piloting ‘Virtual Ward’: a novel platform
ns6y6snc,10.1097/md.0000000000025487,cf95a166c67454642da35ecee9fcc3beced484d7,document_parses/pdf_json/cf95a166c67454642da35ecee9fcc3beced484d7.json,document_parses/pmc_json/PMC8084099.xml.json,"The association between 5, 10 – methylenetetrahydrofolate reductase and the risk of unexplained recurrent pregnancy loss in China: A Meta-analysis",Meta-analysis,"The association between 5, 10 – methylenetetrahydrofolate reductase and the risk of unexplained recurrent pregnancy loss in China: A Meta-analysis"
5b2py0r0,10.1186/s13014-021-01974-4,d8281bb69be2eaefb99306ebec97c24514901607,document_parses/pdf_json/d8281bb69be2eaefb99306ebec97c24514901607.json,document_parses/pmc_json/PMC8785003.xml.json,Preoperative short-course radiotherapy followed by consolidation chemotherapy for treatment with locally advanced rectal cancer: a meta-analysis,meta-analysis,short-course radiotherapy followed by consolidation chemotherapy for treatment with locally advanced rectal cancer: a meta-analysis
jqwoxfsc,10.1001/jamanetworkopen.2022.8873,,,document_parses/pmc_json/PMC9055450.xml.json,Association of Influenza Vaccination With Cardiovascular Risk: A Meta-analysis,Meta-analysis,Association of Influenza Vaccination With Cardiovascular Risk: A Meta-analysis
